ProductID	ProductID_Copurchased
20	36
20	35
20	34
20	33
20	32
20	31
20	30
20	28
20	26
20	25
20	22
20	21
20	17
20	15
20	13
20	11
20	10
20	9
20	6
20	5
20	3
20	2
20	1
21	95
21	94
21	93
21	92
21	91
21	89
21	88
21	87
21	86
21	85
21	84
21	83
21	82
21	81
21	80
21	78
21	77
21	76
21	75
21	72
21	71
21	70
21	69
21	68
21	67
21	66
21	65
21	64
21	63
21	62
21	61
21	59
21	58
21	56
21	54
21	52
21	51
21	50
21	49
21	48
21	47
21	46
21	44
21	43
21	41
21	40
21	38
21	37
21	36
21	35
21	34
21	33
21	32
21	31
21	30
21	28
21	26
21	25
21	22
21	20
21	17
21	15
21	13
21	11
21	10
21	9
21	6
21	5
21	3
21	2
21	1
22	95
22	94
22	93
22	92
22	91
22	89
22	88
22	87
22	86
22	85
22	84
22	83
22	82
22	81
22	80
22	78
22	77
22	76
22	75
22	72
22	71
22	70
22	69
22	68
22	67
22	66
22	65
22	64
22	63
22	62
22	61
22	59
22	58
22	56
22	54
22	52
22	51
22	50
22	49
22	48
22	47
22	46
22	44
22	43
22	41
22	40
22	38
22	37
22	36
22	35
22	34
22	33
22	32
22	31
22	30
22	28
22	26
22	25
22	21
22	20
22	17
22	15
22	13
22	11
22	10
22	9
22	6
22	5
22	3
22	2
22	1
25	95
25	94
25	93
25	92
25	91
25	89
